Year,State,Tobacco Use,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.9,Hispanic,19.8,1.3
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.9,Non-Hispanic AIAN,42.4,0.6
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.9,Non-Hispanic Asian,11.3,2.2
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.9,Non-Hispanic White,19.5,1.3
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.5,Hispanic,19.8,1.0
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.5,Non-Hispanic AIAN,42.4,0.5
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.5,Non-Hispanic Asian,11.3,1.7
2016,Michigan,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.5,Non-Hispanic Black,24.9,0.8
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.3,Non-Hispanic AIAN,38.9,0.3
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.3,Non-Hispanic Asian,8.4,1.6
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.3,Non-Hispanic Black,18.1,0.7
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.3,Non-Hispanic White,15.0,0.9
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.9,Hispanic,13.3,2.9
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.9,Non-Hispanic Asian,8.4,4.6
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.9,Non-Hispanic Black,18.1,2.1
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.9,Non-Hispanic White,15.0,2.6
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,8.4,Hispanic,13.3,0.6
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,8.4,Non-Hispanic AIAN,38.9,0.2
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,8.4,Non-Hispanic Black,18.1,0.5
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,8.4,Non-Hispanic White,15.0,0.6
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.1,Hispanic,13.3,1.4
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.1,Non-Hispanic AIAN,38.9,0.5
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.1,Non-Hispanic Asian,8.4,2.2
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.1,Non-Hispanic White,15.0,1.2
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.0,Hispanic,13.3,1.1
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.0,Non-Hispanic AIAN,38.9,0.4
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.0,Non-Hispanic Asian,8.4,1.8
2016,Minnesota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.0,Non-Hispanic Black,18.1,0.8
2016,Mississippi,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,20.7,Non-Hispanic White,23.8,0.9
2016,Mississippi,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,23.8,Non-Hispanic Black,20.7,1.1
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Hispanic,23.6,Non-Hispanic AIAN,41.1,0.6
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Hispanic,23.6,Non-Hispanic Black,26.0,0.9
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Hispanic,23.6,Non-Hispanic White,21.3,1.1
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,41.1,Hispanic,23.6,1.7
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,41.1,Non-Hispanic Black,26.0,1.6
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,41.1,Non-Hispanic White,21.3,1.9
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,26.0,Hispanic,23.6,1.1
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,26.0,Non-Hispanic AIAN,41.1,0.6
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,26.0,Non-Hispanic White,21.3,1.2
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,21.3,Hispanic,23.6,0.9
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,21.3,Non-Hispanic AIAN,41.1,0.5
2016,Missouri,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,21.3,Non-Hispanic Black,26.0,0.8
2016,Montana,Cigarette Use among Adults,Race and Ethnicity,Hispanic,29.9,Non-Hispanic AIAN,38.2,0.8
2016,Montana,Cigarette Use among Adults,Race and Ethnicity,Hispanic,29.9,Non-Hispanic White,16.6,1.8
2016,Montana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.2,Hispanic,29.9,1.3
2016,Montana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.2,Non-Hispanic White,16.6,2.3
2016,Montana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.6,Hispanic,29.9,0.6
2016,Montana,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.6,Non-Hispanic AIAN,38.2,0.4
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.5,Non-Hispanic AIAN,38.3,0.5
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.5,Non-Hispanic Black,23.1,0.8
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.5,Non-Hispanic White,16.5,1.1
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.3,Hispanic,17.5,2.2
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.3,Non-Hispanic Black,23.1,1.7
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,38.3,Non-Hispanic White,16.5,2.3
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,23.1,Hispanic,17.5,1.3
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,23.1,Non-Hispanic AIAN,38.3,0.6
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,23.1,Non-Hispanic White,16.5,1.4
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.5,Hispanic,17.5,0.9
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.5,Non-Hispanic AIAN,38.3,0.4
2016,Nebraska,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.5,Non-Hispanic Black,23.1,0.7
2016,Nevada,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.4,Non-Hispanic Black,17.9,0.6
2016,Nevada,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.4,Non-Hispanic White,18.3,0.6
2016,Nevada,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.9,Hispanic,11.4,1.6
2016,Nevada,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,17.9,Non-Hispanic White,18.3,1.0
2016,Nevada,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,18.3,Hispanic,11.4,1.6
2016,Nevada,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,18.3,Non-Hispanic Black,17.9,1.0
2016,New Jersey,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.1,Non-Hispanic Black,21.4,0.5
2016,New Jersey,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.1,Non-Hispanic White,15.2,0.7
2016,New Jersey,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.4,Hispanic,11.1,1.9
2016,New Jersey,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.4,Non-Hispanic White,15.2,1.4
2016,New Jersey,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.2,Hispanic,11.1,1.4
2016,New Jersey,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.2,Non-Hispanic Black,21.4,0.7
2016,New Mexico,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.4,Non-Hispanic AIAN,13.9,1.3
2016,New Mexico,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.4,Non-Hispanic White,15.4,1.1
2016,New Mexico,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,13.9,Hispanic,17.4,0.8
2016,New Mexico,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,13.9,Non-Hispanic White,15.4,0.9
2016,New Mexico,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.4,Hispanic,17.4,0.9
2016,New Mexico,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.4,Non-Hispanic AIAN,13.9,1.1
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.9,Non-Hispanic AIAN,21.8,0.5
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.9,Non-Hispanic Asian,5.8,2.1
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.9,Non-Hispanic Black,16.3,0.7
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.9,Non-Hispanic White,15.7,0.8
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.8,Hispanic,11.9,1.8
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.8,Non-Hispanic Asian,5.8,3.8
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.8,Non-Hispanic Black,16.3,1.3
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.8,Non-Hispanic White,15.7,1.4
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.8,Hispanic,11.9,0.5
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.8,Non-Hispanic AIAN,21.8,0.3
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.8,Non-Hispanic Black,16.3,0.4
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,5.8,Non-Hispanic White,15.7,0.4
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,16.3,Hispanic,11.9,1.4
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,16.3,Non-Hispanic AIAN,21.8,0.7
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,16.3,Non-Hispanic Asian,5.8,2.8
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,16.3,Non-Hispanic White,15.7,1.0
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.7,Hispanic,11.9,1.3
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.7,Non-Hispanic AIAN,21.8,0.7
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.7,Non-Hispanic Asian,5.8,2.7
2016,New York,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.7,Non-Hispanic Black,16.3,1.0
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.6,Non-Hispanic AIAN,26.2,0.5
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.6,Non-Hispanic Black,19.9,0.7
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Hispanic,13.6,Non-Hispanic White,17.9,0.8
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,26.2,Hispanic,13.6,1.9
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,26.2,Non-Hispanic Black,19.9,1.3
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,26.2,Non-Hispanic White,17.9,1.5
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,19.9,Hispanic,13.6,1.5
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,19.9,Non-Hispanic AIAN,26.2,0.8
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,19.9,Non-Hispanic White,17.9,1.1
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.9,Hispanic,13.6,1.3
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.9,Non-Hispanic AIAN,26.2,0.7
2016,North Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.9,Non-Hispanic Black,19.9,0.9
2016,North Dakota,Cigarette Use among Adults,Race and Ethnicity,Hispanic,33.1,Non-Hispanic AIAN,49.7,0.7
2016,North Dakota,Cigarette Use among Adults,Race and Ethnicity,Hispanic,33.1,Non-Hispanic White,17.8,1.9
2016,North Dakota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,49.7,Hispanic,33.1,1.5
2016,North Dakota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,49.7,Non-Hispanic White,17.8,2.8
2016,North Dakota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.8,Hispanic,33.1,0.5
2016,North Dakota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.8,Non-Hispanic AIAN,49.7,0.4
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Hispanic,22.3,Non-Hispanic AIAN,26.8,0.8
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Hispanic,22.3,Non-Hispanic Black,23.5,0.9
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Hispanic,22.3,Non-Hispanic White,22.4,1.0
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,26.8,Hispanic,22.3,1.2
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,26.8,Non-Hispanic Black,23.5,1.1
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,26.8,Non-Hispanic White,22.4,1.2
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,23.5,Hispanic,22.3,1.1
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,23.5,Non-Hispanic AIAN,26.8,0.9
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,23.5,Non-Hispanic White,22.4,1.0
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.4,Hispanic,22.3,1.0
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.4,Non-Hispanic AIAN,26.8,0.8
2016,Ohio,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.4,Non-Hispanic Black,23.5,1.0
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.9,Non-Hispanic AIAN,24.4,0.7
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.9,Non-Hispanic Black,18.4,1.0
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Hispanic,17.9,Non-Hispanic White,19.3,0.9
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,24.4,Hispanic,17.9,1.4
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,24.4,Non-Hispanic Black,18.4,1.3
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,24.4,Non-Hispanic White,19.3,1.3
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.4,Hispanic,17.9,1.0
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.4,Non-Hispanic AIAN,24.4,0.8
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,18.4,Non-Hispanic White,19.3,1.0
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.3,Hispanic,17.9,1.1
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.3,Non-Hispanic AIAN,24.4,0.8
2016,Oklahoma,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.3,Non-Hispanic Black,18.4,1.0
2016,Oregon,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.1,Non-Hispanic AIAN,24.0,0.5
2016,Oregon,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.1,Non-Hispanic White,16.8,0.7
2016,Oregon,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,24.0,Hispanic,12.1,2.0
2016,Oregon,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,24.0,Non-Hispanic White,16.8,1.4
2016,Oregon,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.8,Hispanic,12.1,1.4
2016,Oregon,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.8,Non-Hispanic AIAN,24.0,0.7
2016,Pennsylvania,Cigarette Use among Adults,Race and Ethnicity,Hispanic,19.2,Non-Hispanic Black,24.1,0.8
2016,Pennsylvania,Cigarette Use among Adults,Race and Ethnicity,Hispanic,19.2,Non-Hispanic White,17.2,1.1
2016,Pennsylvania,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.1,Hispanic,19.2,1.3
2016,Pennsylvania,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,24.1,Non-Hispanic White,17.2,1.4
2016,Pennsylvania,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.2,Hispanic,19.2,0.9
2016,Pennsylvania,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,17.2,Non-Hispanic Black,24.1,0.7
2016,Rhode Island,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.2,Non-Hispanic Black,14.6,0.6
2016,Rhode Island,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.2,Non-Hispanic White,15.0,0.6
2016,Rhode Island,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,14.6,Hispanic,9.2,1.6
2016,Rhode Island,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,14.6,Non-Hispanic White,15.0,1.0
2016,Rhode Island,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.0,Hispanic,9.2,1.6
2016,Rhode Island,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.0,Non-Hispanic Black,14.6,1.0
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.9,Non-Hispanic AIAN,23.9,0.6
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.9,Non-Hispanic Black,22.5,0.7
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Hispanic,14.9,Non-Hispanic White,19.2,0.8
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,23.9,Hispanic,14.9,1.6
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,23.9,Non-Hispanic Black,22.5,1.1
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,23.9,Non-Hispanic White,19.2,1.2
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.5,Hispanic,14.9,1.5
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.5,Non-Hispanic AIAN,23.9,0.9
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,22.5,Non-Hispanic White,19.2,1.2
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.2,Hispanic,14.9,1.3
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.2,Non-Hispanic AIAN,23.9,0.8
2016,South Carolina,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,19.2,Non-Hispanic Black,22.5,0.9
2016,South Dakota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,48.7,Non-Hispanic White,15.5,3.1
2016,South Dakota,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,15.5,Non-Hispanic AIAN,48.7,0.3
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Hispanic,21.0,Non-Hispanic AIAN,34.3,0.6
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Hispanic,21.0,Non-Hispanic Black,21.0,1.0
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Hispanic,21.0,Non-Hispanic White,22.2,0.9
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,34.3,Hispanic,21.0,1.6
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,34.3,Non-Hispanic Black,21.0,1.6
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,34.3,Non-Hispanic White,22.2,1.5
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.0,Hispanic,21.0,1.0
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.0,Non-Hispanic AIAN,34.3,0.6
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,21.0,Non-Hispanic White,22.2,0.9
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.2,Hispanic,21.0,1.1
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.2,Non-Hispanic AIAN,34.3,0.6
2016,Tennessee,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,22.2,Non-Hispanic Black,21.0,1.1
2016,Texas,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.1,Non-Hispanic Black,12.3,1.0
2016,Texas,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.1,Non-Hispanic White,16.7,0.7
2016,Texas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,12.3,Hispanic,12.1,1.0
2016,Texas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,12.3,Non-Hispanic White,16.7,0.7
2016,Texas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.7,Hispanic,12.1,1.4
2016,Texas,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.7,Non-Hispanic Black,12.3,1.4
2016,Utah,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.6,Non-Hispanic AIAN,21.0,0.5
2016,Utah,Cigarette Use among Adults,Race and Ethnicity,Hispanic,9.6,Non-Hispanic White,8.1,1.2
2016,Utah,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.0,Hispanic,9.6,2.2
2016,Utah,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,21.0,Non-Hispanic White,8.1,2.6
2016,Utah,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,8.1,Hispanic,9.6,0.8
2016,Utah,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,8.1,Non-Hispanic AIAN,21.0,0.4
2016,Vermont,Cigarette Use among Adults,Race and Ethnicity,Hispanic,32.4,Non-Hispanic AIAN,42.1,0.8
2016,Vermont,Cigarette Use among Adults,Race and Ethnicity,Hispanic,32.4,Non-Hispanic White,16.4,2.0
2016,Vermont,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,42.1,Hispanic,32.4,1.3
2016,Vermont,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,42.1,Non-Hispanic White,16.4,2.6
2016,Vermont,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.4,Hispanic,32.4,0.5
2016,Vermont,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.4,Non-Hispanic AIAN,42.1,0.4
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.8,Non-Hispanic AIAN,23.3,0.5
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.8,Non-Hispanic Black,15.8,0.7
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Hispanic,11.8,Non-Hispanic White,16.4,0.7
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,23.3,Hispanic,11.8,2.0
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,23.3,Non-Hispanic Black,15.8,1.5
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,23.3,Non-Hispanic White,16.4,1.4
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,15.8,Hispanic,11.8,1.3
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,15.8,Non-Hispanic AIAN,23.3,0.7
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Black,15.8,Non-Hispanic White,16.4,1.0
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.4,Hispanic,11.8,1.4
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.4,Non-Hispanic AIAN,23.3,0.7
2016,Virginia,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic White,16.4,Non-Hispanic Black,15.8,1.0
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.7,Non-Hispanic AIAN,30.0,0.4
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.7,Non-Hispanic Asian,7.5,1.7
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.7,Non-Hispanic Black,18.0,0.7
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Hispanic,12.7,Non-Hispanic White,14.3,0.9
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,30.0,Hispanic,12.7,2.4
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,30.0,Non-Hispanic Asian,7.5,4.0
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,30.0,Non-Hispanic Black,18.0,1.7
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic AIAN,30.0,Non-Hispanic White,14.3,2.1
2016,Washington,Cigarette Use among Adults,Race and Ethnicity,Non-Hispanic Asian,7.5,Hispanic,12.7,0.6
