Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group)
2021,Maryland,Race and Ethnicity,Non-Hispanic Asian,3.8
2021,Maryland,Race and Ethnicity,Non-Hispanic Black,10.7
2021,Maryland,Race and Ethnicity,Non-Hispanic White,11.2
2021,Massachusetts,Race and Ethnicity,Hispanic,9.5
2021,Massachusetts,Race and Ethnicity,Non-Hispanic Asian,4.6
2021,Massachusetts,Race and Ethnicity,Non-Hispanic Black,11.3
2021,Massachusetts,Race and Ethnicity,Non-Hispanic White,11.0
2021,Michigan,Race and Ethnicity,Hispanic,17.2
2021,Michigan,Race and Ethnicity,Non-Hispanic AIAN,32.6
2021,Michigan,Race and Ethnicity,Non-Hispanic Black,18.6
2021,Michigan,Race and Ethnicity,Non-Hispanic White,16.7
2021,Minnesota,Race and Ethnicity,Hispanic,10.7
2021,Minnesota,Race and Ethnicity,Non-Hispanic AIAN,32.8
2021,Minnesota,Race and Ethnicity,Non-Hispanic Asian,8.3
2021,Minnesota,Race and Ethnicity,Non-Hispanic Black,12.8
2021,Minnesota,Race and Ethnicity,Non-Hispanic White,13.6
2021,Mississippi,Race and Ethnicity,Non-Hispanic Black,19.0
2021,Mississippi,Race and Ethnicity,Non-Hispanic White,19.6
2021,Missouri,Race and Ethnicity,Hispanic,22.7
2021,Missouri,Race and Ethnicity,Non-Hispanic AIAN,27.7
2021,Missouri,Race and Ethnicity,Non-Hispanic Black,19.1
2021,Missouri,Race and Ethnicity,Non-Hispanic White,16.8
2021,Montana,Race and Ethnicity,Hispanic,20.4
2021,Montana,Race and Ethnicity,Non-Hispanic AIAN,31.2
2021,Montana,Race and Ethnicity,Non-Hispanic White,12.8
2021,Nebraska,Race and Ethnicity,Hispanic,9.2
2021,Nebraska,Race and Ethnicity,Non-Hispanic AIAN,28.4
2021,Nebraska,Race and Ethnicity,Non-Hispanic Black,22.2
2021,Nebraska,Race and Ethnicity,Non-Hispanic White,13.1
2021,Nevada,Race and Ethnicity,Hispanic,12.3
2021,Nevada,Race and Ethnicity,Non-Hispanic Black,20.8
2021,Nevada,Race and Ethnicity,Non-Hispanic White,16.1
2021,New Jersey,Race and Ethnicity,Hispanic,10.2
2021,New Jersey,Race and Ethnicity,Non-Hispanic Asian,5.8
2021,New Jersey,Race and Ethnicity,Non-Hispanic Black,14.1
2021,New Jersey,Race and Ethnicity,Non-Hispanic White,11.0
2021,New Mexico,Race and Ethnicity,Hispanic,12.7
2021,New Mexico,Race and Ethnicity,Non-Hispanic AIAN,14.1
2021,New Mexico,Race and Ethnicity,Non-Hispanic White,13.6
2021,New York,Race and Ethnicity,Hispanic,11.3
2021,New York,Race and Ethnicity,Non-Hispanic AIAN,17.9
2021,New York,Race and Ethnicity,Non-Hispanic Asian,8.3
2021,New York,Race and Ethnicity,Non-Hispanic Black,11.3
2021,New York,Race and Ethnicity,Non-Hispanic White,12.9
2021,North Carolina,Race and Ethnicity,Hispanic,8.5
2021,North Carolina,Race and Ethnicity,Non-Hispanic AIAN,34.7
2021,North Carolina,Race and Ethnicity,Non-Hispanic Black,17.0
2021,North Carolina,Race and Ethnicity,Non-Hispanic White,14.4
2021,North Dakota,Race and Ethnicity,Hispanic,23.6
2021,North Dakota,Race and Ethnicity,Non-Hispanic AIAN,35.3
2021,North Dakota,Race and Ethnicity,Non-Hispanic White,13.2
2021,Ohio,Race and Ethnicity,Hispanic,18.9
2021,Ohio,Race and Ethnicity,Non-Hispanic AIAN,35.4
2021,Ohio,Race and Ethnicity,Non-Hispanic Black,19.8
2021,Ohio,Race and Ethnicity,Non-Hispanic White,17.7
2021,Oklahoma,Race and Ethnicity,Hispanic,11.6
2021,Oklahoma,Race and Ethnicity,Non-Hispanic AIAN,26.1
2021,Oklahoma,Race and Ethnicity,Non-Hispanic Black,18.7
2021,Oklahoma,Race and Ethnicity,Non-Hispanic White,16.6
2021,Oregon,Race and Ethnicity,Hispanic,9.4
2021,Oregon,Race and Ethnicity,Non-Hispanic AIAN,30.0
2021,Oregon,Race and Ethnicity,Non-Hispanic White,12.6
2021,Pennsylvania,Race and Ethnicity,Hispanic,13.9
2021,Pennsylvania,Race and Ethnicity,Non-Hispanic Black,16.5
2021,Pennsylvania,Race and Ethnicity,Non-Hispanic White,14.5
2021,Rhode Island,Race and Ethnicity,Hispanic,10.9
2021,Rhode Island,Race and Ethnicity,Non-Hispanic Black,8.0
2021,Rhode Island,Race and Ethnicity,Non-Hispanic White,12.7
2021,South Carolina,Race and Ethnicity,Hispanic,9.7
2021,South Carolina,Race and Ethnicity,Non-Hispanic AIAN,24.3
2021,South Carolina,Race and Ethnicity,Non-Hispanic Black,14.9
2021,South Carolina,Race and Ethnicity,Non-Hispanic White,16.2
2021,South Dakota,Race and Ethnicity,Non-Hispanic AIAN,43.2
2021,South Dakota,Race and Ethnicity,Non-Hispanic White,13.1
2021,Tennessee,Race and Ethnicity,Hispanic,14.8
2021,Tennessee,Race and Ethnicity,Non-Hispanic AIAN,37.1
2021,Tennessee,Race and Ethnicity,Non-Hispanic Black,18.1
2021,Tennessee,Race and Ethnicity,Non-Hispanic White,20.1
2021,Texas,Race and Ethnicity,Hispanic,12.8
2021,Texas,Race and Ethnicity,Non-Hispanic Black,14.3
2021,Texas,Race and Ethnicity,Non-Hispanic White,13.5
2021,Utah,Race and Ethnicity,Hispanic,9.3
2021,Utah,Race and Ethnicity,Non-Hispanic AIAN,17.4
2021,Utah,Race and Ethnicity,Non-Hispanic Black,14.7
2021,Utah,Race and Ethnicity,Non-Hispanic White,6.5
2021,Virginia,Race and Ethnicity,Hispanic,7.0
2021,Virginia,Race and Ethnicity,Non-Hispanic Black,16.1
2021,Virginia,Race and Ethnicity,Non-Hispanic White,12.7
2021,Washington,Race and Ethnicity,Hispanic,8.2
2021,Washington,Race and Ethnicity,Non-Hispanic AIAN,20.7
2021,Washington,Race and Ethnicity,Non-Hispanic Asian,6.4
2021,Washington,Race and Ethnicity,Non-Hispanic Black,17.6
2021,Washington,Race and Ethnicity,Non-Hispanic White,10.9
2021,West Virginia,Race and Ethnicity,Hispanic,30.3
2021,West Virginia,Race and Ethnicity,Non-Hispanic Black,25.7
2021,West Virginia,Race and Ethnicity,Non-Hispanic White,21.6
2021,Wisconsin,Race and Ethnicity,Hispanic,10.0
2021,Wisconsin,Race and Ethnicity,Non-Hispanic Black,18.2
2021,Wisconsin,Race and Ethnicity,Non-Hispanic White,13.3
2021,Wyoming,Race and Ethnicity,Hispanic,16.2
2021,Wyoming,Race and Ethnicity,Non-Hispanic White,15.9
2022,Alabama,Race and Ethnicity,Non-Hispanic Black,14.7
2022,Alabama,Race and Ethnicity,Non-Hispanic White,14.8
2022,Alaska,Race and Ethnicity,Hispanic,12.3
2022,Alaska,Race and Ethnicity,Non-Hispanic AIAN,31.0
2022,Alaska,Race and Ethnicity,Non-Hispanic Black,15.4
2022,Alaska,Race and Ethnicity,Non-Hispanic White,12.9
2022,Arizona,Race and Ethnicity,Hispanic,12.3
2022,Arizona,Race and Ethnicity,Non-Hispanic AIAN,11.1
2022,Arizona,Race and Ethnicity,Non-Hispanic Black,11.8
2022,Arizona,Race and Ethnicity,Non-Hispanic White,13.0
2022,Arkansas,Race and Ethnicity,Hispanic,11.5
2022,Arkansas,Race and Ethnicity,Non-Hispanic AIAN,34.8
2022,Arkansas,Race and Ethnicity,Non-Hispanic Black,19.9
2022,Arkansas,Race and Ethnicity,Non-Hispanic White,18.6
2022,California,Race and Ethnicity,Hispanic,9.0
2022,California,Race and Ethnicity,Non-Hispanic AIAN,18.9
2022,California,Race and Ethnicity,Non-Hispanic Asian,7.7
2022,California,Race and Ethnicity,Non-Hispanic Black,15.3
2022,California,Race and Ethnicity,Non-Hispanic White,9.8
2022,Colorado,Race and Ethnicity,Hispanic,13.6
2022,Colorado,Race and Ethnicity,Non-Hispanic AIAN,25.2
2022,Colorado,Race and Ethnicity,Non-Hispanic Black,17.8
2022,Colorado,Race and Ethnicity,Non-Hispanic White,9.6
2022,Connecticut,Race and Ethnicity,Hispanic,11.9
2022,Connecticut,Race and Ethnicity,Non-Hispanic Black,12.6
2022,Connecticut,Race and Ethnicity,Non-Hispanic White,9.7
2022,Delaware,Race and Ethnicity,Hispanic,6.5
2022,Delaware,Race and Ethnicity,Non-Hispanic Black,14.6
2022,Delaware,Race and Ethnicity,Non-Hispanic White,13.9
2022,District of Columbia,Race and Ethnicity,Non-Hispanic Black,17.1
2022,District of Columbia,Race and Ethnicity,Non-Hispanic White,4.7
2022,Florida,Race and Ethnicity,Hispanic,9.1
2022,Florida,Race and Ethnicity,Non-Hispanic Black,9.1
2022,Florida,Race and Ethnicity,Non-Hispanic White,12.8
2022,Georgia,Race and Ethnicity,Hispanic,10.2
2022,Georgia,Race and Ethnicity,Non-Hispanic Black,12.8
2022,Georgia,Race and Ethnicity,Non-Hispanic White,13.2
2022,Hawaii,Race and Ethnicity,Hispanic,11.4
2022,Hawaii,Race and Ethnicity,Non-Hispanic Asian,6.5
2022,Hawaii,Race and Ethnicity,Non-Hispanic White,10.0
2022,Idaho,Race and Ethnicity,Hispanic,14.0
2022,Idaho,Race and Ethnicity,Non-Hispanic AIAN,17.1
2022,Idaho,Race and Ethnicity,Non-Hispanic White,10.8
2022,Illinois,Race and Ethnicity,Hispanic,10.0
2022,Illinois,Race and Ethnicity,Non-Hispanic Black,15.4
2022,Illinois,Race and Ethnicity,Non-Hispanic White,13.0
2022,Indiana,Race and Ethnicity,Hispanic,11.8
2022,Indiana,Race and Ethnicity,Non-Hispanic Black,17.2
2022,Indiana,Race and Ethnicity,Non-Hispanic White,16.6
2022,Iowa,Race and Ethnicity,Hispanic,12.2
2022,Iowa,Race and Ethnicity,Non-Hispanic Black,15.9
2022,Iowa,Race and Ethnicity,Non-Hispanic White,14.8
2022,Kansas,Race and Ethnicity,Hispanic,11.4
2022,Kansas,Race and Ethnicity,Non-Hispanic AIAN,37.0
2022,Kansas,Race and Ethnicity,Non-Hispanic Black,18.9
2022,Kansas,Race and Ethnicity,Non-Hispanic White,13.6
2022,Kentucky,Race and Ethnicity,Hispanic,19.4
2022,Kentucky,Race and Ethnicity,Non-Hispanic Black,20.0
2022,Kentucky,Race and Ethnicity,Non-Hispanic White,17.0
2022,Louisiana,Race and Ethnicity,Hispanic,13.3
2022,Louisiana,Race and Ethnicity,Non-Hispanic AIAN,20.5
2022,Louisiana,Race and Ethnicity,Non-Hispanic Black,15.5
2022,Louisiana,Race and Ethnicity,Non-Hispanic White,17.6
2022,Maine,Race and Ethnicity,Hispanic,19.4
2022,Maine,Race and Ethnicity,Non-Hispanic AIAN,25.1
2022,Maine,Race and Ethnicity,Non-Hispanic White,14.7
2022,Maryland,Race and Ethnicity,Hispanic,7.3
2022,Maryland,Race and Ethnicity,Non-Hispanic Asian,3.6
2022,Maryland,Race and Ethnicity,Non-Hispanic Black,10.2
2022,Maryland,Race and Ethnicity,Non-Hispanic White,9.7
2022,Massachusetts,Race and Ethnicity,Hispanic,8.4
2022,Massachusetts,Race and Ethnicity,Non-Hispanic AIAN,37.6
2022,Massachusetts,Race and Ethnicity,Non-Hispanic Asian,5.1
2022,Massachusetts,Race and Ethnicity,Non-Hispanic Black,9.6
2022,Massachusetts,Race and Ethnicity,Non-Hispanic White,10.5
2022,Michigan,Race and Ethnicity,Hispanic,15.0
2022,Michigan,Race and Ethnicity,Non-Hispanic AIAN,16.2
2022,Michigan,Race and Ethnicity,Non-Hispanic Black,18.2
2022,Michigan,Race and Ethnicity,Non-Hispanic White,14.8
2022,Minnesota,Race and Ethnicity,Hispanic,11.0
2022,Minnesota,Race and Ethnicity,Non-Hispanic AIAN,44.1
2022,Minnesota,Race and Ethnicity,Non-Hispanic Asian,7.2
2022,Minnesota,Race and Ethnicity,Non-Hispanic Black,18.7
2022,Minnesota,Race and Ethnicity,Non-Hispanic White,12.1
2022,Mississippi,Race and Ethnicity,Non-Hispanic Black,16.1
2022,Mississippi,Race and Ethnicity,Non-Hispanic White,17.6
2022,Missouri,Race and Ethnicity,Hispanic,13.3
2022,Missouri,Race and Ethnicity,Non-Hispanic AIAN,32.6
2022,Missouri,Race and Ethnicity,Non-Hispanic Black,17.8
2022,Missouri,Race and Ethnicity,Non-Hispanic White,16.5
2022,Montana,Race and Ethnicity,Hispanic,18.7
2022,Montana,Race and Ethnicity,Non-Hispanic AIAN,35.0
2022,Montana,Race and Ethnicity,Non-Hispanic White,13.1
2022,Nebraska,Race and Ethnicity,Hispanic,9.5
2022,Nebraska,Race and Ethnicity,Non-Hispanic AIAN,37.9
2022,Nebraska,Race and Ethnicity,Non-Hispanic Black,14.3
2022,Nebraska,Race and Ethnicity,Non-Hispanic White,12.9
2022,Nevada,Race and Ethnicity,Hispanic,14.7
2022,Nevada,Race and Ethnicity,Non-Hispanic Black,11.3
2022,Nevada,Race and Ethnicity,Non-Hispanic White,16.0
2022,New Jersey,Race and Ethnicity,Hispanic,11.5
2022,New Jersey,Race and Ethnicity,Non-Hispanic Asian,5.2
2022,New Jersey,Race and Ethnicity,Non-Hispanic Black,12.2
2022,New Jersey,Race and Ethnicity,Non-Hispanic White,10.3
2022,New Mexico,Race and Ethnicity,Hispanic,15.7
2022,New Mexico,Race and Ethnicity,Non-Hispanic AIAN,14.2
2022,New Mexico,Race and Ethnicity,Non-Hispanic White,14.3
2022,New York,Race and Ethnicity,Hispanic,11.3
2022,New York,Race and Ethnicity,Non-Hispanic Asian,6.5
2022,New York,Race and Ethnicity,Non-Hispanic Black,10.0
2022,New York,Race and Ethnicity,Non-Hispanic White,11.9
2022,North Carolina,Race and Ethnicity,Hispanic,8.6
2022,North Carolina,Race and Ethnicity,Non-Hispanic AIAN,30.0
2022,North Carolina,Race and Ethnicity,Non-Hispanic Black,15.7
2022,North Carolina,Race and Ethnicity,Non-Hispanic White,14.7
2022,North Dakota,Race and Ethnicity,Hispanic,18.5
2022,North Dakota,Race and Ethnicity,Non-Hispanic AIAN,35.6
2022,North Dakota,Race and Ethnicity,Non-Hispanic White,13.9
2022,Ohio,Race and Ethnicity,Hispanic,14.5
2022,Ohio,Race and Ethnicity,Non-Hispanic AIAN,34.6
2022,Ohio,Race and Ethnicity,Non-Hispanic Black,18.2
2022,Ohio,Race and Ethnicity,Non-Hispanic White,16.8
2022,Oklahoma,Race and Ethnicity,Hispanic,10.0
2022,Oklahoma,Race and Ethnicity,Non-Hispanic AIAN,19.8
2022,Oklahoma,Race and Ethnicity,Non-Hispanic Black,13.9
2022,Oklahoma,Race and Ethnicity,Non-Hispanic White,15.7
2022,Oregon,Race and Ethnicity,Hispanic,9.7
2022,Oregon,Race and Ethnicity,Non-Hispanic Asian,10.4
2022,Oregon,Race and Ethnicity,Non-Hispanic Black,16.6
2022,Oregon,Race and Ethnicity,Non-Hispanic White,12.0
2022,Pennsylvania,Race and Ethnicity,Hispanic,17.6
2022,Pennsylvania,Race and Ethnicity,Non-Hispanic Asian,8.9
2022,Pennsylvania,Race and Ethnicity,Non-Hispanic Black,20.3
2022,Pennsylvania,Race and Ethnicity,Non-Hispanic White,14.2
2022,Rhode Island,Race and Ethnicity,Hispanic,11.6
2022,Rhode Island,Race and Ethnicity,Non-Hispanic Black,8.1
2022,Rhode Island,Race and Ethnicity,Non-Hispanic White,11.1
2022,South Carolina,Race and Ethnicity,Hispanic,12.7
2022,South Carolina,Race and Ethnicity,Non-Hispanic AIAN,32.6
2022,South Carolina,Race and Ethnicity,Non-Hispanic Black,17.8
2022,South Carolina,Race and Ethnicity,Non-Hispanic White,14.4
2022,South Dakota,Race and Ethnicity,Non-Hispanic AIAN,38.6
2022,South Dakota,Race and Ethnicity,Non-Hispanic White,12.4
2022,Tennessee,Race and Ethnicity,Hispanic,16.6
2022,Tennessee,Race and Ethnicity,Non-Hispanic Black,17.5
2022,Tennessee,Race and Ethnicity,Non-Hispanic White,18.5
2022,Texas,Race and Ethnicity,Hispanic,10.8
2022,Texas,Race and Ethnicity,Non-Hispanic Black,13.3
2022,Texas,Race and Ethnicity,Non-Hispanic White,12.8
2022,Utah,Race and Ethnicity,Hispanic,7.1
2022,Utah,Race and Ethnicity,Non-Hispanic White,6.6
2022,Vermont,Race and Ethnicity,Hispanic,20.8
2022,Vermont,Race and Ethnicity,Non-Hispanic AIAN,30.2
2022,Vermont,Race and Ethnicity,Non-Hispanic White,12.6
2022,Virginia,Race and Ethnicity,Hispanic,9.5
2022,Virginia,Race and Ethnicity,Non-Hispanic Asian,4.8
2022,Virginia,Race and Ethnicity,Non-Hispanic Black,11.5
2022,Virginia,Race and Ethnicity,Non-Hispanic White,13.4
2022,Washington,Race and Ethnicity,Hispanic,9.0
2022,Washington,Race and Ethnicity,Non-Hispanic AIAN,25.3
2022,Washington,Race and Ethnicity,Non-Hispanic Asian,3.9
2022,Washington,Race and Ethnicity,Non-Hispanic Black,11.0
2022,Washington,Race and Ethnicity,Non-Hispanic White,10.2
2022,West Virginia,Race and Ethnicity,Non-Hispanic Black,21.4
2022,West Virginia,Race and Ethnicity,Non-Hispanic White,20.7
2022,Wisconsin,Race and Ethnicity,Hispanic,15.6
2022,Wisconsin,Race and Ethnicity,Non-Hispanic AIAN,23.2
2022,Wisconsin,Race and Ethnicity,Non-Hispanic Black,20.1
2022,Wisconsin,Race and Ethnicity,Non-Hispanic White,13.7
2022,Wyoming,Race and Ethnicity,Hispanic,11.0
2022,Wyoming,Race and Ethnicity,Non-Hispanic White,15.6
2011,Alabama,Sex at Birth,Female,18.2
2011,Alabama,Sex at Birth,Male,25.1
2011,Alaska,Sex at Birth,Female,22.2
2011,Alaska,Sex at Birth,Male,22.9
2011,Arizona,Sex at Birth,Female,13.5
2011,Arizona,Sex at Birth,Male,19.3
2011,Arkansas,Sex at Birth,Female,25.2
2011,Arkansas,Sex at Birth,Male,26.7
2011,California,Sex at Birth,Female,9.1
2011,California,Sex at Birth,Male,16.1
2011,Colorado,Sex at Birth,Female,16.4
2011,Colorado,Sex at Birth,Male,19.0
2011,Connecticut,Sex at Birth,Female,14.3
2011,Connecticut,Sex at Birth,Male,16.8
2011,Delaware,Sex at Birth,Female,17.3
2011,Delaware,Sex at Birth,Male,22.0
2011,District of Columbia,Sex at Birth,Female,14.7
2011,District of Columbia,Sex at Birth,Male,23.4
2011,Florida,Sex at Birth,Female,14.4
2011,Florida,Sex at Birth,Male,19.5
2011,Georgia,Sex at Birth,Female,15.4
2011,Georgia,Sex at Birth,Male,22.6
2011,Hawaii,Sex at Birth,Female,11.0
2011,Hawaii,Sex at Birth,Male,15.7
2011,Idaho,Sex at Birth,Female,15.0
2011,Idaho,Sex at Birth,Male,19.4
2011,Illinois,Sex at Birth,Female,15.0
2011,Illinois,Sex at Birth,Male,21.2
2011,Indiana,Sex at Birth,Female,20.4
2011,Indiana,Sex at Birth,Male,23.5
2011,Iowa,Sex at Birth,Female,16.6
2011,Iowa,Sex at Birth,Male,22.5
2011,Kansas,Sex at Birth,Female,17.8
2011,Kansas,Sex at Birth,Male,22.3
2011,Kentucky,Sex at Birth,Female,24.6
2011,Kentucky,Sex at Birth,Male,28.4
2011,Louisiana,Sex at Birth,Female,20.0
2011,Louisiana,Sex at Birth,Male,27.3
2011,Maine,Sex at Birth,Female,18.2
2011,Maine,Sex at Birth,Male,22.4
2011,Maryland,Sex at Birth,Female,13.7
2011,Maryland,Sex at Birth,Male,19.4
2011,Massachusetts,Sex at Birth,Female,14.7
2011,Massachusetts,Sex at Birth,Male,18.7
2011,Michigan,Sex at Birth,Female,18.3
2011,Michigan,Sex at Birth,Male,24.7
2011,Minnesota,Sex at Birth,Female,16.7
2011,Minnesota,Sex at Birth,Male,19.4
2011,Mississippi,Sex at Birth,Female,22.0
2011,Mississippi,Sex at Birth,Male,28.0
2011,Missouri,Sex at Birth,Female,20.1
2011,Missouri,Sex at Birth,Male,24.3
2011,Montana,Sex at Birth,Female,17.3
2011,Montana,Sex at Birth,Male,20.7
2011,Nebraska,Sex at Birth,Female,17.2
2011,Nebraska,Sex at Birth,Male,19.8
2011,Nevada,Sex at Birth,Female,18.1
2011,Nevada,Sex at Birth,Male,20.6
2011,New Hampshire,Sex at Birth,Female,15.8
2011,New Hampshire,Sex at Birth,Male,16.7
2011,New Jersey,Sex at Birth,Female,13.9
2011,New Jersey,Sex at Birth,Male,17.5
2011,New Mexico,Sex at Birth,Female,16.2
2011,New Mexico,Sex at Birth,Male,22.2
2011,New York,Sex at Birth,Female,14.1
2011,New York,Sex at Birth,Male,19.3
2011,North Carolina,Sex at Birth,Female,17.3
2011,North Carolina,Sex at Birth,Male,23.4
2011,North Dakota,Sex at Birth,Female,19.4
2011,North Dakota,Sex at Birth,Male,22.9
2011,Ohio,Sex at Birth,Female,22.6
2011,Ohio,Sex at Birth,Male,24.1
2011,Oklahoma,Sex at Birth,Female,21.7
2011,Oklahoma,Sex at Birth,Male,25.8
2011,Oregon,Sex at Birth,Female,16.0
2011,Oregon,Sex at Birth,Male,18.7
2011,Pennsylvania,Sex at Birth,Female,18.6
2011,Pennsylvania,Sex at Birth,Male,23.5
2011,Rhode Island,Sex at Birth,Female,15.9
2011,Rhode Island,Sex at Birth,Male,19.1
2011,South Carolina,Sex at Birth,Female,18.1
2011,South Carolina,Sex at Birth,Male,26.2
2011,South Dakota,Sex at Birth,Female,19.4
2011,South Dakota,Sex at Birth,Male,19.7
2011,Tennessee,Sex at Birth,Female,22.0
2011,Tennessee,Sex at Birth,Male,26.8
2011,Texas,Sex at Birth,Female,13.1
2011,Texas,Sex at Birth,Male,18.7
2011,Utah,Sex at Birth,Female,8.8
2011,Utah,Sex at Birth,Male,11.9
2011,Vermont,Sex at Birth,Female,15.4
2011,Vermont,Sex at Birth,Male,17.9
2011,Virginia,Sex at Birth,Female,16.7
2011,Virginia,Sex at Birth,Male,21.6
2011,Washington,Sex at Birth,Female,14.3
2011,Washington,Sex at Birth,Male,17.8
2011,West Virginia,Sex at Birth,Female,26.1
2011,West Virginia,Sex at Birth,Male,28.6
2011,Wisconsin,Sex at Birth,Female,17.3
2011,Wisconsin,Sex at Birth,Male,20.1
2011,Wyoming,Sex at Birth,Female,19.2
2011,Wyoming,Sex at Birth,Male,22.1
2012,Alabama,Sex at Birth,Female,18.2
2012,Alabama,Sex at Birth,Male,25.1
2012,Alaska,Sex at Birth,Female,22.2
2012,Alaska,Sex at Birth,Male,22.9
2012,Arizona,Sex at Birth,Female,13.5
2012,Arizona,Sex at Birth,Male,19.3
2012,Arkansas,Sex at Birth,Female,25.2
2012,Arkansas,Sex at Birth,Male,26.7
2012,California,Sex at Birth,Female,9.1
2012,California,Sex at Birth,Male,16.1
2012,Colorado,Sex at Birth,Female,16.4
2012,Colorado,Sex at Birth,Male,19.0
2012,Connecticut,Sex at Birth,Female,14.3
2012,Connecticut,Sex at Birth,Male,16.8
2012,Delaware,Sex at Birth,Female,17.3
2012,Delaware,Sex at Birth,Male,22.0
2012,District of Columbia,Sex at Birth,Female,14.7
2012,District of Columbia,Sex at Birth,Male,23.4
2012,Florida,Sex at Birth,Female,14.4
2012,Florida,Sex at Birth,Male,19.5
2012,Georgia,Sex at Birth,Female,15.4
2012,Georgia,Sex at Birth,Male,22.6
2012,Hawaii,Sex at Birth,Female,11.0
2012,Hawaii,Sex at Birth,Male,15.7
2012,Idaho,Sex at Birth,Female,15.0
2012,Idaho,Sex at Birth,Male,19.4
2012,Illinois,Sex at Birth,Female,15.0
2012,Illinois,Sex at Birth,Male,21.2
2012,Indiana,Sex at Birth,Female,20.4
2012,Indiana,Sex at Birth,Male,23.5
2012,Iowa,Sex at Birth,Female,16.6
2012,Iowa,Sex at Birth,Male,22.5
2012,Kansas,Sex at Birth,Female,17.8
2012,Kansas,Sex at Birth,Male,22.3
2012,Kentucky,Sex at Birth,Female,24.6
2012,Kentucky,Sex at Birth,Male,28.4
2012,Louisiana,Sex at Birth,Female,20.0
2012,Louisiana,Sex at Birth,Male,27.3
2012,Maine,Sex at Birth,Female,18.2
2012,Maine,Sex at Birth,Male,22.4
2012,Maryland,Sex at Birth,Female,13.7
2012,Maryland,Sex at Birth,Male,19.4
2012,Massachusetts,Sex at Birth,Female,14.7
2012,Massachusetts,Sex at Birth,Male,18.7
2012,Michigan,Sex at Birth,Female,18.3
2012,Michigan,Sex at Birth,Male,24.7
2012,Minnesota,Sex at Birth,Female,16.7
2012,Minnesota,Sex at Birth,Male,19.4
2012,Mississippi,Sex at Birth,Female,22.0
2012,Mississippi,Sex at Birth,Male,28.0
2012,Missouri,Sex at Birth,Female,20.1
2012,Missouri,Sex at Birth,Male,24.3
2012,Montana,Sex at Birth,Female,17.3
2012,Montana,Sex at Birth,Male,20.7
2012,Nebraska,Sex at Birth,Female,17.2
2012,Nebraska,Sex at Birth,Male,19.8
2012,Nevada,Sex at Birth,Female,18.1
2012,Nevada,Sex at Birth,Male,20.6
2012,New Hampshire,Sex at Birth,Female,15.8
2012,New Hampshire,Sex at Birth,Male,16.7
2012,New Jersey,Sex at Birth,Female,13.9
2012,New Jersey,Sex at Birth,Male,17.5
2012,New Mexico,Sex at Birth,Female,16.2
2012,New Mexico,Sex at Birth,Male,22.2
2012,New York,Sex at Birth,Female,14.1
2012,New York,Sex at Birth,Male,19.3
2012,North Carolina,Sex at Birth,Female,17.3
2012,North Carolina,Sex at Birth,Male,23.4
2012,North Dakota,Sex at Birth,Female,19.4
2012,North Dakota,Sex at Birth,Male,22.9
2012,Ohio,Sex at Birth,Female,22.6
2012,Ohio,Sex at Birth,Male,24.1
2012,Oklahoma,Sex at Birth,Female,21.7
2012,Oklahoma,Sex at Birth,Male,25.8
2012,Oregon,Sex at Birth,Female,16.0
2012,Oregon,Sex at Birth,Male,18.7
2012,Pennsylvania,Sex at Birth,Female,18.6
2012,Pennsylvania,Sex at Birth,Male,23.5
2012,Rhode Island,Sex at Birth,Female,15.9
2012,Rhode Island,Sex at Birth,Male,19.1
2012,South Carolina,Sex at Birth,Female,18.1
2012,South Carolina,Sex at Birth,Male,26.2
2012,South Dakota,Sex at Birth,Female,19.4
2012,South Dakota,Sex at Birth,Male,19.7
2012,Tennessee,Sex at Birth,Female,22.0
2012,Tennessee,Sex at Birth,Male,26.8
2012,Texas,Sex at Birth,Female,13.1
2012,Texas,Sex at Birth,Male,18.7
2012,Utah,Sex at Birth,Female,8.8
2012,Utah,Sex at Birth,Male,11.9
2012,Vermont,Sex at Birth,Female,15.4
2012,Vermont,Sex at Birth,Male,17.9
2012,Virginia,Sex at Birth,Female,16.7
2012,Virginia,Sex at Birth,Male,21.6
2012,Washington,Sex at Birth,Female,14.3
2012,Washington,Sex at Birth,Male,17.8
2012,West Virginia,Sex at Birth,Female,26.1
2012,West Virginia,Sex at Birth,Male,28.6
2012,Wisconsin,Sex at Birth,Female,17.3
2012,Wisconsin,Sex at Birth,Male,20.1
2012,Wyoming,Sex at Birth,Female,19.2
2012,Wyoming,Sex at Birth,Male,22.1
2013,Alabama,Sex at Birth,Female,18.2
2013,Alabama,Sex at Birth,Male,25.1
2013,Alaska,Sex at Birth,Female,22.2
2013,Alaska,Sex at Birth,Male,22.9
2013,Arizona,Sex at Birth,Female,13.5
2013,Arizona,Sex at Birth,Male,19.3
2013,Arkansas,Sex at Birth,Female,25.2
2013,Arkansas,Sex at Birth,Male,26.7
2013,California,Sex at Birth,Female,9.1
2013,California,Sex at Birth,Male,16.1
2013,Colorado,Sex at Birth,Female,16.4
2013,Colorado,Sex at Birth,Male,19.0
2013,Connecticut,Sex at Birth,Female,14.3
2013,Connecticut,Sex at Birth,Male,16.8
2013,Delaware,Sex at Birth,Female,17.3
2013,Delaware,Sex at Birth,Male,22.0
2013,District of Columbia,Sex at Birth,Female,14.7
2013,District of Columbia,Sex at Birth,Male,23.4
